[-0.19033340592718023, -0.7665899281011477]
[-0.19131064261929204, -0.7666896372940037]
[-0.19129191367570836, -0.7666878722757133]
[-0.19121023380608748, -0.7666754622761932]
[-0.19116826627639094, -0.7666730221261002]
[-0.19118530905091535, -0.7666760381123573]
[-0.19113970387766566, -0.7666711474089077]
[-0.19120176230109043, -0.7666783916843175]
[-0.19117057849280297, -0.7666689195535515]
[-0.19116367650412575, -0.7666651154129317]
[-0.1911660188538469, -0.7666633220539106]
[-0.19114878321459217, -0.7666599793472101]
[-0.19117264552774446, -0.7666635628305918]
[-0.1911616702936156, -0.7666634990043174]
[-0.19114606127262856, -0.7666606158206928]
[-0.1911276783699974, -0.7666566267953971]
[-0.1911540694375921, -0.7666622558306201]
[-0.19118605329008978, -0.7666661957720047]
[-0.19118756634683473, -0.7666639899537488]
[-0.1911804380179052, -0.766663440261973]
[-0.19118165527860914, -0.7666619994869299]
[-0.1911935828884531, -0.7666619433431191]
[-0.1911843141953286, -0.7666578705211977]
[-0.19118713390334918, -0.766656081261962]
[-0.1912088496046214, -0.7666589614595716]
[-0.1911837367091776, -0.7666575800799815]
[-0.19119235437197746, -0.7666581860963743]
[-0.19118953842989073, -0.7666578446173264]
[-0.19120235900752583, -0.766662695738469]
[-0.1911886508058563, -0.7666622702610009]
[-0.19120668254954423, -0.7666619613472839]
[-0.19120109836508348, -0.7666593858417133]
[-0.19119892443483208, -0.7666568126097214]
[-0.19119000668022637, -0.7666540902543937]
[-0.1912724343239845, -0.76666486727347]
[-0.191337407181801, -0.7666768029871706]
[-0.19133215024360595, -0.7666782175242722]
[-0.19133598874646526, -0.766677105302186]
[-0.19134186050127677, -0.7666765354930035]
[-0.1913405846016705, -0.7666759238885198]
[-0.191364937681129, -0.7666771828019898]
[-0.1913865489665842, -0.7666763260289348]
[-0.19138726894510905, -0.7666784596456317]
[-0.19139894809087876, -0.7666782763539823]
[-0.19138939794446297, -0.7666773479071876]
[-0.19139387399688712, -0.766678013935251]
[-0.1914012932216039, -0.7666804301204245]
[-0.19138520570018858, -0.7666802427675502]
[-0.1913857131313836, -0.7666781702194794]
[-0.19137997086539554, -0.7666777663413993]
[-0.1913760135276373, -0.7666786588922333]
[-0.19136881952123574, -0.7666754331023401]
[-0.19137539107984902, -0.7666758112820375]
[-0.19136151013360578, -0.7666767485098347]
[-0.19136704183708791, -0.7666756395603537]
[-0.191348270023016, -0.766676268174911]
[-0.1913430645698739, -0.7666749114399477]
[-0.1913412790878975, -0.7666761850023243]
[-0.19133842311091884, -0.7666774828450209]
[-0.19132948937397956, -0.7666773360385529]
[-0.1913212596482466, -0.7666778225600885]
[-0.19130833791903962, -0.7666776979021579]
[-0.19131500285375483, -0.7666767364914893]
[-0.19131451011777179, -0.7666749211450428]
[-0.19131786056041392, -0.7666765028599004]
[-0.1913128148013937, -0.766677549497122]
[-0.19132761135517673, -0.766679573561975]
[-0.19131558151775455, -0.7666787807492537]
[-0.19133082583686722, -0.7666796871845929]
[-0.1913333242327344, -0.7666815512866492]
[-0.19133524851557376, -0.7666818088485416]
[-0.19134117066762568, -0.7666812262925874]
[-0.191336299348679, -0.7666819772849406]
[-0.1913583300044121, -0.7666867786074507]
[-0.19136455096548927, -0.7666868704713864]
[-0.19134961118855043, -0.766685071551154]
[-0.1913451271900915, -0.7666812115686021]
[-0.1913519851884154, -0.7666808270043012]
[-0.19135564728559448, -0.7666825173480889]
[-0.19133918188573099, -0.7666797947844332]
[-0.19133841969860255, -0.7666806798518709]
[-0.19134047503552074, -0.76667914903714]
[-0.1913320514092092, -0.7666781191182037]
[-0.19132977295455111, -0.76667688766195]
[-0.19133800090628647, -0.766675399802072]
[-0.19135639977200353, -0.7666753687092672]
[-0.19135392785141195, -0.7666774456855815]
[-0.19135823357044213, -0.7666778420763042]
[-0.19134543836710163, -0.7666779985565607]
[-0.1913331570646702, -0.766677521935273]
[-0.19133898234254168, -0.766679219873366]
[-0.19134764154592238, -0.7666795629654711]
[-0.19134344679653517, -0.7666812676645296]
[-0.19135286407119018, -0.7666797244093471]
[-0.19135253846445935, -0.7666784914508543]
[-0.19135021598741558, -0.7666780867116032]
[-0.19135064287483947, -0.7666809845047983]
[-0.1913433272202565, -0.7666819250091828]
[-0.19133733651341117, -0.7666810215407497]
[-0.19134754652628075, -0.7666824696212257]
[-0.191247795075147, -0.7666687568239586]
[-0.19123480628027317, -0.7666675822403302]
[-0.19125654892374086, -0.7666723970372473]
[-0.19134243550618124, -0.766683845703518]
[-0.19138081915983324, -0.7666921495997217]
[-0.19139498704183636, -0.7666941463048977]
[-0.1913417630014362, -0.766686901195002]
[-0.19133319651186334, -0.7666872868861206]
[-0.19135857883298965, -0.7666885946258679]
[-0.19136586777043882, -0.7666907306192046]
[-0.19135690621305157, -0.766691844142551]
[-0.19139167668950613, -0.7666982564653664]
[-0.19136985516945598, -0.7666957837317918]
[-0.19136204878011093, -0.7666930907005902]
[-0.19135288712558457, -0.7666904957074252]
[-0.19137585942170088, -0.7666917957598582]
[-0.19140373834632898, -0.7666928982877809]
[-0.19140477082198779, -0.7666945755078437]
[-0.19136785519126984, -0.7666894673747822]
[-0.19135955324620244, -0.7666899099219451]
[-0.19136364315049725, -0.7666904248113029]
[-0.1913766111625613, -0.7666899105419775]
[-0.19138004360225774, -0.7666888403121841]
[-0.19139647655658254, -0.7666872467695358]
[-0.19141452080810006, -0.7666892489383712]
[-0.1914105222805604, -0.7666900266207239]
[-0.19141140013759553, -0.7666904271880068]
[-0.19141418319365344, -0.7666910275450367]
[-0.1914121152462938, -0.7666914341295253]
[-0.19140774812320596, -0.7666896745009938]
[-0.19139859410487448, -0.7666882682743971]
[-0.19140710590834892, -0.7666885234326555]
[-0.19142023296719074, -0.7666904114273493]
[-0.1914038198170263, -0.7666898695120961]
[-0.1914122743103809, -0.7666924576402633]
[-0.19141773403534204, -0.7666939362546515]
[-0.191411433567528, -0.7666946167116705]
[-0.19140847798482408, -0.766691867848977]
[-0.19141598586310749, -0.7666916293403102]
[-0.19142813595758384, -0.7666937057889162]
[-0.1914325213270322, -0.7666945825082522]
[-0.19144107078436792, -0.7666963946014604]
[-0.1914188236672237, -0.7666964139183631]
[-0.1914133599204564, -0.7666945605878582]
[-0.19142791530656958, -0.7666930732967097]
[-0.19142417831990466, -0.7666914651663279]
[-0.1914235163863542, -0.7666914471207276]
[-0.19143799335514625, -0.7666922362091689]
[-0.19144745315279796, -0.7666942516199012]
[-0.19146316147555342, -0.76669491169717]
[-0.1914647611811989, -0.7666921189189475]
[-0.19146106368170304, -0.766690187577108]
[-0.19144306494505506, -0.7666862952265004]
[-0.19144080464041338, -0.7666849962636931]
[-0.19143109192429877, -0.7666851133867874]
[-0.19142040033995442, -0.7666841654507847]
[-0.19141980580832252, -0.7666867619476765]
[-0.19141205263269054, -0.7666857479630255]
[-0.191400281241065, -0.7666856418961363]
[-0.19140805847908104, -0.7666847076666268]
[-0.1914258571903286, -0.7666858329712873]
[-0.19143050420983662, -0.7666858281978577]
[-0.19144971721993062, -0.7666888443881736]
[-0.19143466884325716, -0.7666881402562248]
[-0.19142922645080984, -0.7666885379483168]
[-0.19143741306129808, -0.7666903797939266]
[-0.19143182330988037, -0.7666885592163947]
[-0.1914398311835589, -0.7666878786642404]
[-0.19142769987179784, -0.7666874263388761]
[-0.19143431276834053, -0.7666859764855163]
[-0.19142786040616944, -0.7666850669406651]
[-0.19143245468777614, -0.7666857021210454]
[-0.19143341963589172, -0.766687458644055]
[-0.1914493580618006, -0.7666881221952323]
[-0.19146138536346421, -0.7666881617483127]
[-0.19145465311968124, -0.766688640006918]
[-0.19145097927006707, -0.7666892095410152]
[-0.1914495092080302, -0.766688522272897]
[-0.19145941498564584, -0.7666885436436082]
[-0.1914655732482808, -0.7666867090139752]
[-0.1914699197729177, -0.7666868441428581]
[-0.19146035898867497, -0.7666889271261137]
[-0.1914468853284672, -0.7666858131908723]
[-0.19143961984921315, -0.7666820433085374]
[-0.19144115298135753, -0.7666803323857352]
[-0.19143613456444758, -0.766677989214866]
[-0.19143757813130674, -0.7666783077055603]
[-0.19144110014855978, -0.766677527185703]
[-0.19145392751750756, -0.7666781131798079]
[-0.19145318808100295, -0.7666781780402825]
[-0.19145566625463134, -0.7666798585812618]
[-0.19143508208354315, -0.7666797012260345]
[-0.1914276030521839, -0.7666776774503103]
[-0.1914161891617473, -0.7666727180844343]
[-0.19141677212226374, -0.7666721293541876]
[-0.19141351108591131, -0.7666751609680269]
[-0.19140047264135607, -0.7666745033157906]
[-0.19139472910434627, -0.7666733483740619]
[-0.19138335128360265, -0.766672451543511]
[-0.19139273039198154, -0.7666720456342777]
[-0.19130891456827065, -0.7666595060584975]
[-0.1913738255523303, -0.7666686974310749]
[-0.19138256306735832, -0.7666710251641843]
[-0.19141753849418733, -0.7666719321589096]
[-0.19142765580767063, -0.7666734659994382]
[-0.19138297923523798, -0.7666657179712334]
[-0.19136402765221638, -0.7666622570930022]
[-0.19135566348633004, -0.7666622140107018]
[-0.19137187718818202, -0.7666642490854861]
[-0.19137148538333343, -0.7666639112285876]
[-0.1914052571025115, -0.7666678845903188]
[-0.19135939276443628, -0.7666630095153912]
[-0.19133971274431663, -0.766662115902387]
[-0.19134767240708525, -0.766662576677366]
[-0.19135261843793813, -0.7666625583837343]
[-0.19135380970648805, -0.7666620015748202]
[-0.19135932391441338, -0.7666629649797537]
[-0.1913492443895154, -0.7666627363830354]
[-0.19133472543209265, -0.7666641497580389]
[-0.19132523350272368, -0.7666594469082756]
[-0.19132546239930429, -0.7666559429088906]
[-0.1913246320635025, -0.7666565323704488]
[-0.19133398799832924, -0.7666538780318081]
[-0.19134984248384962, -0.7666545646777515]
[-0.19136802534775077, -0.7666544017393921]
[-0.19140193673089723, -0.7666560846884822]
[-0.191393404037184, -0.766653767509158]
[-0.19138298799166198, -0.7666506811824627]
